League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Ecuador Primera Categoría Serie B,2023-04-04 21:00:00,4,9 de Octubre,América de Quito,1.82,3.25,4.1,1.07,8.75,1.39,2.77,2.22,1.54,1.42,2.63,2.05,1.7,1.19,1.28,1.88,3.0,1.5,1.56,1.5,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America Copa Sudamericana,2023-04-04 21:00:00,1,Estudiantes Mérida,San Lorenzo,5.05,3.65,1.59,1.08,7.5,1.42,2.65,2.15,1.58,1.5,2.4,2.3,1.57,2.25,1.26,1.14,1.0,0.0,1.45,0.0,1.45,3.46,8.5,1.45,1.26,1.57,1.91,2.4,3.2
South America Copa Sudamericana,2023-04-04 21:00:00,1,César Vallejo,LDU Quito,2.64,3.1,2.5,1.06,7.5,1.33,3.2,1.91,1.73,1.42,2.65,1.75,2.0,1.5,1.25,1.45,3.0,3.0,1.86,0.0,1.86,2.1,8.0,1.95,1.26,1.48,1.88,2.38,3.2
South America Copa Libertadores,2023-04-04 21:00:00,1,Independiente Medellín,Internacional,2.47,3.1,2.72,1.09,6.75,1.44,2.55,2.26,1.52,1.5,2.5,2.0,1.72,1.5,1.35,1.4,2.0,0.0,1.47,0.0,1.47,2.07,8.7,2.02,1.26,1.49,1.87,2.41,3.2
South America Copa Sudamericana,2023-04-04 21:30:00,1,Blooming,Santos,6.6,4.0,1.43,1.06,8.75,1.32,3.1,1.98,1.68,1.42,2.65,2.1,1.65,2.35,1.23,1.13,3.0,0.0,1.74,0.0,1.74,3.3,9.0,1.45,1.21,1.5,1.8,2.25,3.1
South America Copa Sudamericana,2023-04-04 23:00:00,1,Millonarios,Defensa y Justicia,1.93,3.3,3.6,1.08,8.75,1.41,2.84,2.26,1.52,1.48,2.45,2.1,1.68,1.24,1.3,1.82,0.0,0.0,0.0,0.0,0.0,1.3,10.0,4.42,1.18,1.48,1.73,2.1,2.7
South America Copa Libertadores,2023-04-04 23:00:00,1,Metropolitanos,Nacional,4.0,3.3,1.84,1.08,7.25,1.41,2.65,2.07,1.62,1.44,2.62,2.1,1.67,1.83,1.3,1.23,0.0,0.0,0.0,0.0,0.0,2.46,9.3,1.73,1.2,1.48,1.73,2.1,2.7
Australia A-League,2023-04-05 06:00:00,8,Melbourne City FC,Melbourne Victory FC,2.02,3.35,3.25,1.0,10.5,1.22,3.88,1.7,1.96,1.34,3.14,1.63,2.2,1.35,1.22,1.75,2.4,1.0,2.14,1.71,3.85,1.59,8.4,3.01,1.17,1.27,1.52,1.88,2.42
Greece Super League 2,2023-04-05 08:45:00,18,AOX Kissamikos,Episkopi,1.33,4.54,10.0,0.0,0.0,0.0,0.0,2.12,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.57,1.11,1.17,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League 2,2023-04-05 08:45:00,18,Panachaiki,Kalamata,2.19,2.72,3.5,0.0,0.0,1.68,2.18,2.59,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.5,1.46,1.08,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
