League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
China Chinese Super League,2022-12-23 04:00:00,32,Henan Jianye,Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.93,1.47,1.26,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 04:00:00,32,Meizhou Hakka,Changchun Yatai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.5,1.66,1.37,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 04:00:00,32,Hangzhou,Tianjin Teda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.6,1.61,1.41,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 04:00:00,32,Guangzhou Evergrande,Beijing Guoan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,1.8,1.17,1.67,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 04:00:00,32,Guangzhou R&F,Hebei CFFC,1.11,8.5,26.0,0.0,0.0,0.0,0.0,1.48,2.6,0.0,0.0,2.63,1.44,0.0,0.0,0.0,0.53,0.0,1.07,0.7,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 04:00:00,32,Wuhan Zall,Dalian Yifang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.36,1.17,1.57,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia A-League,2022-12-23 05:45:00,9,Brisbane Roar,Western Sydney Wanderers,2.39,3.25,2.68,1.05,11.0,1.3,3.5,1.86,2.0,1.37,2.85,1.72,2.1,1.4,1.25,1.6,1.2,1.75,1.51,1.54,3.05,2.12,7.4,2.03,1.15,1.3,1.55,1.88,2.25
Australia A-League,2022-12-23 08:30:00,9,Perth Glory FC,Wellington Phoenix,2.37,3.3,2.66,1.03,13.0,1.22,4.0,1.64,2.04,1.33,3.1,1.6,2.25,1.55,1.25,1.45,3.0,0.5,1.71,1.9,3.61,2.3,5.75,1.8,0.0,1.32,1.55,1.95,2.25
China Chinese Super League,2022-12-23 09:00:00,32,Shijiazhuang Ever Bright,Shanghai Shenhua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.4,1.07,1.14,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 09:00:00,32,Chengdu Better City FC,Wuhan Three Towns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,2.56,1.8,1.92,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2022-12-23 09:00:00,32,Shanghai SIPG,Shandong Luneng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,2.0,1.53,2.1,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2022-12-23 12:00:00,9,Al Ittihad,Ceramica Cleopatra,2.15,2.85,3.3,1.08,6.5,1.33,3.0,2.1,1.65,1.42,2.65,1.8,1.9,1.2,1.32,1.62,2.25,1.0,2.0,1.52,3.52,0.0,0.0,0.0,0.0,1.57,1.93,2.41,0.0
Turkey Süper Lig,2022-12-23 14:00:00,15,Antalyaspor,Ankaragücü,1.95,3.5,3.7,1.05,13.0,1.27,3.61,1.74,1.87,1.36,3.0,1.73,2.0,1.3,1.3,1.9,1.43,0.83,1.78,1.56,3.34,1.62,8.0,2.75,1.5,1.8,2.25,3.3,4.0
Turkey Süper Lig,2022-12-23 14:00:00,15,Ümraniyespor,İstanbul Başakşehir,4.33,3.6,1.8,1.05,13.0,1.25,3.82,1.72,1.89,1.36,3.0,1.8,1.91,2.0,1.3,1.25,0.57,1.6,1.68,1.24,2.92,2.75,8.0,1.62,1.26,1.49,2.0,2.45,3.5
Egypt Egyptian Premier League,2022-12-23 14:00:00,9,El Daklyeh FC,Pyramids FC,4.62,2.8,1.85,1.13,5.25,1.53,2.3,2.65,1.42,1.65,2.11,2.29,1.59,1.81,1.37,1.14,0.5,1.75,0.92,1.67,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium Pro League,2022-12-23 14:30:00,18,RFC Seraing,AS Eupen,2.63,3.4,2.4,0.0,0.0,0.0,0.0,1.74,2.1,1.33,3.25,1.57,2.25,0.0,0.0,0.0,0.13,0.78,1.18,1.36,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2022-12-23 16:00:00,14,Vilafranquense,CD Mafra,2.05,3.31,3.67,1.07,7.5,1.33,3.1,2.04,1.64,1.44,2.63,1.83,1.83,1.31,1.31,1.68,1.67,1.17,1.53,1.75,3.28,1.75,7.7,2.53,1.22,1.42,1.74,2.23,3.0
Scotland Premiership,2022-12-23 16:30:00,18,Ross County,Rangers,6.8,4.6,1.31,1.02,20.0,1.16,5.0,1.56,2.33,1.24,3.7,1.83,1.95,3.4,1.11,1.05,0.89,1.75,1.17,1.78,2.95,6.25,11.0,1.18,0.0,1.22,1.4,1.7,2.14
Belgium Pro League,2022-12-23 16:30:00,18,KAA Gent,Standard Liège,1.7,3.6,4.33,1.03,13.0,1.22,4.0,1.77,2.06,1.33,3.25,1.75,2.0,1.2,1.25,2.05,2.0,1.5,1.8,1.39,3.19,1.52,7.5,3.05,1.18,1.43,1.67,2.05,2.6
Belgium Pro League,2022-12-23 16:30:00,18,KV Mechelen,Cercle Brugge,2.44,3.92,2.71,1.02,15.0,1.2,4.33,1.64,2.13,1.3,3.4,1.53,2.38,1.49,1.28,1.49,1.56,1.11,1.8,1.33,3.13,1.95,7.5,2.16,0.0,1.28,1.57,1.91,2.4
Scotland Premiership,2022-12-23 16:45:00,18,Motherwell,Kilmarnock,2.06,3.5,3.87,1.07,9.85,1.36,3.1,2.05,1.82,1.44,2.7,1.89,1.87,1.27,1.3,1.79,0.57,0.11,1.41,1.16,2.57,2.08,7.0,2.08,1.25,1.47,1.82,2.38,3.25
Wales Welsh Premier League,2022-12-23 16:45:00,19,Bala Town,Airbus UK,1.06,8.4,20.0,1.0,23.0,1.07,7.0,1.2,3.72,1.17,5.0,2.25,1.57,1.01,1.04,7.0,2.0,0.0,1.16,0.88,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2022-12-23 16:45:00,19,Connah's Quay,The New Saints,3.44,3.4,1.71,1.02,12.0,1.18,4.5,1.5,2.29,1.29,3.5,1.52,2.45,1.9,1.2,1.22,2.78,2.43,1.71,1.71,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2022-12-23 16:45:00,19,Flint Town United,Caernarfon Town,2.36,3.4,2.55,1.04,10.0,1.22,4.0,1.65,2.2,1.3,3.2,1.62,2.2,1.45,1.29,1.55,1.0,0.67,1.12,1.14,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2022-12-23 16:45:00,19,Haverfordwest County,Aberystwyth Town,1.66,3.55,4.4,1.04,10.0,1.22,4.0,1.7,2.0,1.3,3.4,1.66,2.15,1.16,1.2,2.0,1.63,0.38,1.41,1.19,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wales Welsh Premier League,2022-12-23 16:45:00,19,Pontypridd Town AFC,Penybont,2.7,3.25,2.3,1.04,10.0,1.22,4.0,1.7,2.0,1.3,3.14,1.57,2.3,1.45,1.25,1.32,1.13,1.38,1.35,1.44,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal Liga NOS,2022-12-23 17:15:00,14,Rio Ave FC,CS Marítimo,1.8,3.44,3.96,1.06,9.5,1.36,3.1,1.88,1.82,1.44,2.63,1.91,1.91,1.28,1.3,1.75,2.0,0.57,1.24,1.31,2.55,2.11,7.8,2.06,1.2,1.33,1.6,2.05,2.7
Portugal LigaPro,2022-12-23 18:15:00,14,CD Feirense,CD Tondela,2.17,3.06,2.9,1.07,7.5,1.36,3.0,2.04,1.64,1.44,2.63,1.83,1.83,1.33,1.32,1.63,1.17,1.67,2.07,1.2,3.27,0.0,0.0,0.0,0.0,1.3,1.55,2.0,2.5
