League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South America Copa Libertadores,2023-02-14 21:00:00,0,Nacional Asunción,Sport Huancayo,1.6,3.37,4.63,1.06,8.0,1.33,3.25,2.0,1.73,1.4,2.75,1.91,1.8,1.17,1.29,2.05,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2023-02-15 14:45:00,17,Winterthur,Servette,3.1,3.2,2.15,1.04,10.0,1.22,4.0,1.8,1.84,1.33,3.25,1.62,2.2,1.53,1.22,1.4,1.56,1.0,1.27,1.47,2.74,2.33,8.0,1.82,1.22,1.44,1.73,2.1,2.7
England Premier League,2023-02-15 16:30:00,12,Arsenal,Manchester City,2.8,3.6,2.3,1.05,12.0,1.29,3.8,1.85,1.95,1.36,3.0,1.67,2.1,1.53,1.31,1.41,2.6,1.7,2.42,1.93,4.35,2.07,7.5,2.12,1.27,1.53,1.94,2.53,3.42
Scotland Premiership,2023-02-15 16:45:00,17,Motherwell,St. Mirren,2.3,3.25,3.1,1.07,9.0,1.4,2.95,2.18,1.68,1.44,2.63,1.91,1.91,1.36,1.28,1.6,0.55,0.73,1.37,1.34,2.71,1.98,7.8,2.2,1.19,1.29,1.55,1.93,2.5
England Championship,2023-02-15 16:45:00,32,Bristol City,Wigan Athletic,1.91,3.4,4.0,1.06,10.0,1.33,3.4,1.9,1.74,1.4,2.75,1.83,1.98,1.26,1.28,1.85,1.38,1.21,1.39,1.21,2.6,1.69,8.0,2.54,0.0,1.48,1.73,2.1,2.7
England Championship,2023-02-15 16:45:00,32,Preston North End,Luton Town,2.55,3.0,2.88,1.09,8.0,1.45,2.8,2.18,1.56,1.5,2.4,1.95,1.73,1.46,1.34,1.43,0.87,1.8,1.48,1.28,2.76,2.05,8.0,2.0,0.0,1.55,1.85,2.3,0.0
England Championship,2023-02-15 16:45:00,32,Swansea City,Blackpool,1.67,3.7,5.0,1.01,11.0,1.22,3.7,2.02,1.79,1.36,3.0,1.83,1.83,1.17,1.25,1.95,1.43,0.93,1.59,1.16,2.75,1.51,8.5,3.16,0.0,1.55,1.9,2.3,0.0
England Championship,2023-02-15 16:45:00,32,Stoke City,Huddersfield Town,1.95,3.4,4.0,1.04,8.0,1.35,2.9,2.15,1.7,1.47,2.45,1.95,1.75,1.1,1.32,2.0,1.07,0.67,1.62,1.12,2.74,1.51,8.5,3.07,0.0,1.48,1.73,2.1,2.7
England Championship,2023-02-15 17:00:00,32,Sheffield United,Middlesbrough,2.15,3.3,3.4,1.05,12.0,1.31,3.3,2.07,1.62,1.44,2.63,1.83,1.83,1.28,1.28,1.78,2.2,1.38,2.03,1.49,3.52,1.85,8.0,2.28,0.0,1.43,1.7,2.1,2.63
England Championship,2023-02-15 17:00:00,32,West Bromwich Albion,Blackburn Rovers,1.8,3.5,4.4,1.02,9.5,1.28,3.3,2.02,1.79,1.44,2.63,2.0,1.73,1.08,1.3,2.15,1.67,1.06,1.92,0.97,2.89,1.26,10.0,4.64,0.0,0.0,1.65,2.0,2.5
Spain La Liga,2023-02-15 17:00:00,21,Real Madrid,Elche CF,1.14,7.5,15.0,1.02,13.0,1.17,5.0,1.36,2.74,1.25,3.75,2.2,1.62,1.04,1.11,4.78,2.33,0.3,2.26,0.89,3.15,1.2,11.5,6.4,1.36,1.55,1.85,2.3,3.3
Europe UEFA Champions League,2023-02-15 17:00:00,0,Club Brugge,Benfica,3.9,3.6,1.91,1.05,13.0,1.27,4.0,1.7,2.1,1.33,3.25,1.7,2.05,1.82,1.29,1.25,1.83,2.6,1.24,1.51,2.75,2.55,7.5,1.68,1.35,1.58,1.93,2.43,3.2
Europe UEFA Champions League,2023-02-15 17:00:00,0,Borussia Dortmund,Chelsea,2.3,3.3,2.9,1.06,11.0,1.31,3.6,1.75,1.95,1.4,2.75,1.7,2.05,1.43,1.32,1.5,1.5,2.17,1.47,1.97,3.44,2.18,7.5,1.91,1.34,1.58,1.93,2.45,3.25
South America Copa Libertadores,2023-02-15 21:00:00,0,CD El Nacional,Nacional Potosí,1.28,4.43,7.62,1.03,11.0,1.2,4.33,1.6,2.25,1.29,3.5,1.96,1.8,1.06,1.16,3.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
