League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Argentina Primera División,2023-03-20 21:00:00,8,Huracán,Rosario Central,1.8,3.25,4.75,1.06,7.0,1.4,2.7,2.25,1.58,1.5,2.5,2.05,1.7,1.18,1.28,1.95,2.33,0.33,1.67,1.42,3.09,1.33,6.5,3.75,1.2,1.41,1.74,2.13,2.93
Argentina Primera División,2023-03-20 21:00:00,8,Lanús,Argentinos Juniors,2.75,3.0,2.7,1.08,6.2,1.42,2.6,2.35,1.52,1.53,2.38,2.0,1.75,1.48,1.4,1.44,2.0,0.75,1.37,1.94,3.31,1.97,8.4,2.14,1.34,1.7,2.11,2.8,3.92
Ecuador Primera Categoría Serie A,2023-03-20 21:00:00,3,Deportivo Cuenca,Cumbayá,1.8,3.15,4.1,1.05,7.2,1.39,2.67,2.15,1.62,1.44,2.63,2.1,1.67,1.16,1.29,2.1,3.0,1.0,1.84,0.97,2.81,0.0,0.0,0.0,1.32,1.58,2.02,2.7,3.8
Brazil Paulista A1,2023-03-20 21:00:00,0,Água Santa,Bragantino,3.9,3.2,1.8,1.07,8.5,1.36,2.95,2.1,1.65,1.44,2.6,1.95,1.8,1.85,1.25,1.25,1.85,1.77,1.66,1.66,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-03-20 21:10:00,7,Deportivo Morón,Alvarado,1.83,2.9,4.33,1.13,5.25,1.57,2.25,2.75,1.4,1.62,2.15,2.2,1.58,1.3,1.42,1.53,1.33,0.5,1.26,1.11,2.37,1.36,8.5,4.15,1.4,1.88,2.23,3.04,0.0
Colombia Categoria Primera A,2023-03-20 22:20:00,9,Atlético Huila,Once Caldas,2.85,3.1,2.55,1.06,6.85,1.43,2.57,2.1,1.68,1.52,2.44,2.0,1.77,1.5,1.36,1.43,1.33,1.0,1.75,1.25,3.0,2.01,7.3,2.18,1.41,1.75,2.27,3.04,4.1
Egypt Second Division,2023-03-21 09:30:00,23,Olympic El Qanah,Kahraba Ismailia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.91,1.81,0.88,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,Tersana,Telecom Egypt SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.18,1.62,1.06,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,Ilameen,Suez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.55,0.94,1.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,Nasr,Wadi Degla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.27,1.1,1.31,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,Masr,Al Mostaqbal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,1.22,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,Porto Suez,El Obour Sporting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.4,1.45,1.25,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,El Entag El Harby,El Sharqia Dokhan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.25,1.06,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 09:30:00,23,El Seka El Hadid,Petrojet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.55,1.46,1.41,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 10:00:00,23,Dayrout,Tamya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.6,1.13,1.43,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 10:00:00,23,Asmant Asyut,El Gounah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.73,0.0,1.45,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Second Division,2023-03-21 10:00:00,23,El Minya SC,Telephonaat Beni Suef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.73,1.26,0.93,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotland Championship,2023-03-21 16:45:00,28,Dundee,Ayr United,1.8,3.4,3.9,1.04,12.5,1.25,3.6,1.8,1.91,1.36,3.0,1.8,1.91,1.2,1.22,1.9,1.77,1.86,1.65,1.5,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotland League Two,2023-03-21 16:45:00,17,Stirling Albion,Forfar Athletic,1.73,3.5,4.0,1.04,10.0,1.25,3.6,1.67,2.1,1.36,3.0,1.72,2.05,1.2,1.22,1.83,2.42,1.42,1.52,1.17,2.69,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Scotland League Two,2023-03-21 16:45:00,28,Albion Rovers,Stranraer,2.15,3.2,2.9,1.04,13.0,1.25,3.6,1.75,1.95,1.36,3.0,1.65,2.15,1.4,1.22,1.53,0.92,0.62,1.13,1.26,2.39,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0
Northern Ireland NIFL Championship,2023-03-21 16:45:00,32,Loughgall,Annagh United,1.63,3.65,4.55,0.0,0.0,0.0,0.0,1.66,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.5,1.68,1.67,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2023-03-21 16:45:00,26,Accrington Stanley,Plymouth Argyle,3.0,3.5,2.25,1.05,11.0,1.3,3.5,1.9,1.87,1.36,2.9,1.72,2.1,1.65,1.25,1.38,1.11,1.39,1.47,1.34,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2023-03-21 16:45:00,26,Gillingham,Crewe Alexandra,2.05,3.3,3.75,1.08,8.0,1.42,2.65,2.35,1.57,1.52,2.4,2.05,1.75,1.25,1.28,1.8,1.47,0.88,1.28,0.91,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2023-03-21 16:45:00,27,Crawley Town,Doncaster Rovers,2.85,3.25,2.5,1.05,11.0,1.33,3.3,2.0,1.8,1.39,2.8,1.78,2.0,1.57,1.25,1.42,1.44,1.06,1.21,1.12,2.33,2.1,8.0,1.95,1.27,1.5,1.98,2.5,3.5
