League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South America Copa Libertadores,2023-02-28 21:00:00,0,Sporting Cristal,Nacional Asunción,1.7,3.61,3.62,1.05,10.0,1.35,3.15,1.86,1.86,1.36,2.87,1.85,1.82,1.23,1.25,1.95,0.0,2.0,0.0,1.32,1.32,1.48,9.0,3.46,1.28,1.47,1.8,2.25,3.0
South Korea K League 2,2023-03-01 01:30:00,1,Gyeongnam,Bucheon 1995,2.35,3.2,2.8,1.02,8.8,1.28,3.2,1.93,1.78,1.4,2.75,1.73,2.0,1.36,1.25,1.47,0.0,0.0,0.0,0.0,0.0,1.84,6.95,2.32,1.51,1.87,2.34,3.34,5.0
South Korea K League 2,2023-03-01 01:30:00,1,Cheonan City,Busan I'Park,2.6,3.2,2.55,1.05,7.1,1.35,2.84,2.12,1.64,1.48,2.5,1.82,1.84,1.43,1.36,1.43,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.1,1.52,2.03,2.75,3.92,5.7
South Korea K League 2,2023-03-01 01:30:00,1,Jeonnam Dragons,Anyang,2.84,3.15,2.35,1.08,7.0,1.4,2.75,2.06,1.68,1.44,2.63,1.83,1.83,1.55,1.3,1.38,0.0,0.0,0.0,0.0,0.0,2.16,6.9,1.96,1.52,1.88,2.36,3.34,4.9
South Korea K League 2,2023-03-01 04:00:00,1,Seongnam,Ansan Greeners,1.65,3.7,4.7,1.06,8.0,1.3,3.4,1.89,1.86,1.4,2.75,1.83,1.83,1.15,1.2,1.95,0.0,0.0,0.0,0.0,0.0,1.33,6.25,3.9,1.45,1.85,2.45,3.34,5.0
South Korea K League 2,2023-03-01 04:00:00,1,Asan Mugunghwa,Sangju Sangmu,2.59,3.25,2.52,1.07,7.5,1.36,3.0,2.0,1.72,1.44,2.63,1.8,1.91,1.42,1.25,1.4,0.0,0.0,0.0,0.0,0.0,2.2,5.5,1.86,1.45,1.8,2.35,3.3,4.8
South Korea K League 2,2023-03-01 04:00:00,1,Seoul E-Land,Cheongju,1.8,3.4,3.75,1.05,10.25,1.31,3.25,1.99,1.73,1.4,2.75,1.9,1.86,1.19,1.28,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-03-01 10:00:00,24,Mladost Novi Sad,Napredak,2.48,3.13,2.89,1.05,7.1,1.41,2.6,2.41,1.55,1.5,2.48,1.93,1.83,1.38,1.33,1.5,0.64,0.36,1.23,1.22,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-03-01 11:00:00,28,Mioveni,Voluntari,2.62,2.9,2.62,1.11,7.0,1.57,2.37,2.2,1.53,1.52,2.38,2.28,1.6,1.4,1.35,1.5,0.69,0.85,1.25,1.23,2.48,2.2,7.5,1.91,1.51,2.0,2.57,3.56,5.4
Serbia SuperLiga,2023-03-01 12:00:00,24,Spartak Subotica,Novi Pazar,2.44,2.96,2.8,1.06,7.5,1.36,2.88,2.24,1.63,1.5,2.45,1.9,1.8,1.4,1.3,1.45,1.18,1.55,1.7,1.4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-03-01 13:00:00,28,CS U Craiova,Argeș,1.5,3.6,7.0,1.06,8.5,1.41,2.95,2.2,1.57,1.41,2.7,2.3,1.58,1.17,1.25,2.15,2.23,0.77,1.89,1.01,2.9,1.3,8.0,4.5,1.5,2.0,2.55,3.55,5.2
Egypt Egyptian Premier League,2023-03-01 13:00:00,20,Pharco,Al Mokawloon,3.6,2.63,2.25,1.12,5.5,1.54,2.3,2.73,1.4,1.64,2.16,2.15,1.65,1.5,1.36,1.22,1.3,1.67,1.09,1.11,2.2,2.58,7.5,1.72,1.29,1.59,1.96,2.47,3.1
Serbia SuperLiga,2023-03-01 14:00:00,24,Mladost Lučani,Čukarički,7.73,3.97,1.38,0.0,0.0,0.0,0.0,2.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.64,1.16,1.76,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-03-01 15:30:00,28,Botoşani,Rapid Bucureşti,3.0,2.87,2.35,1.09,8.5,1.4,2.85,2.37,1.5,1.44,2.6,1.95,1.81,1.58,1.35,1.35,1.38,1.23,1.58,1.35,2.93,2.43,7.0,1.83,1.41,1.75,2.28,3.15,4.5
Italy Serie B,2023-03-01 16:30:00,27,Bari 1908,Venezia,1.95,3.3,3.7,1.08,7.0,1.36,3.0,1.85,1.8,1.44,2.62,1.91,1.8,1.25,1.33,1.7,1.38,1.33,1.78,1.6,3.38,1.59,8.5,2.78,1.22,1.48,1.73,2.1,2.7
Italy Serie B,2023-03-01 16:30:00,27,Benevento,Südtirol,2.1,3.1,3.4,1.1,6.5,1.49,2.5,2.1,1.6,1.5,2.5,2.0,1.73,1.44,1.36,1.4,0.92,1.75,1.43,1.27,2.7,1.55,8.0,2.92,1.27,1.55,1.88,2.3,3.4
Italy Serie B,2023-03-01 16:30:00,27,Cagliari,Genoa,2.8,3.0,2.5,1.1,6.5,1.45,2.63,2.15,1.57,1.5,2.5,2.0,1.73,1.4,1.4,1.4,2.08,1.77,1.83,1.59,3.42,2.0,8.0,2.05,1.29,1.57,1.98,2.4,3.5
Italy Serie B,2023-03-01 16:30:00,27,Cittadella,Brescia,2.25,3.1,3.2,1.1,6.5,1.44,2.62,2.1,1.6,1.44,2.62,2.0,1.73,1.3,1.36,1.6,1.42,0.75,1.76,1.41,3.17,1.75,8.0,2.52,1.29,1.57,1.98,2.4,3.5
Italy Serie B,2023-03-01 16:30:00,27,Modena,Ascoli,2.1,3.2,3.3,1.07,7.5,1.36,3.0,1.91,1.75,1.4,2.75,1.85,1.85,1.25,1.33,1.7,1.58,1.46,1.58,1.31,2.89,2.54,8.0,1.69,1.22,1.48,1.73,2.1,2.7
Italy Serie B,2023-03-01 16:30:00,27,Perugia,Como,2.15,3.1,3.3,1.1,6.5,1.4,2.75,2.05,1.61,1.44,2.62,1.91,1.8,1.3,1.4,1.57,1.5,0.92,1.7,1.48,3.18,1.45,9.0,3.3,1.18,1.34,1.65,2.0,2.5
Italy Serie B,2023-03-01 16:30:00,27,SPAL,Frosinone,3.6,3.2,1.91,1.07,7.5,1.36,3.0,2.0,1.73,1.4,2.75,1.91,1.8,1.83,1.3,1.22,1.0,1.77,1.7,1.73,3.43,2.67,8.0,1.64,1.27,1.55,1.85,2.3,3.4
England Premier League,2023-03-01 16:45:00,7,Arsenal,Everton,1.3,5.0,11.0,1.03,12.5,1.21,4.1,1.73,2.0,1.3,3.4,2.05,1.7,1.07,1.17,3.2,2.36,0.64,2.31,1.04,3.35,1.14,11.5,7.5,1.14,1.27,1.48,1.82,2.35
England Premier League,2023-03-01 17:00:00,7,Liverpool,Wolverhampton Wanderers,1.44,4.5,7.0,1.02,19.0,1.17,5.4,1.57,2.25,1.25,3.75,2.0,1.75,1.05,1.13,3.9,2.18,0.83,2.23,1.44,3.67,1.05,17.75,13.25,1.09,1.22,1.45,1.78,2.34
South America Copa Libertadores,2023-03-01 19:00:00,0,Huracán,Boston River,1.31,4.33,6.97,1.05,8.0,1.42,2.75,1.92,1.8,1.44,2.62,2.75,1.43,1.05,1.14,3.0,1.0,2.33,0.0,1.63,1.63,0.0,0.0,0.0,1.28,1.5,1.83,2.3,3.0
South America Copa Libertadores,2023-03-01 21:00:00,0,Independiente Medellín,CD El Nacional,1.5,3.59,5.12,1.03,9.0,1.29,3.3,1.92,1.8,1.4,2.75,2.0,1.77,1.1,1.2,2.3,1.0,2.33,0.0,2.66,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
