League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Australia A-League,2023-01-13 05:45:00,12,Macarthur,Central Coast Mariners,3.05,3.92,2.14,1.02,17.0,1.15,4.55,1.55,2.29,1.28,3.54,1.52,2.46,1.73,1.26,1.35,1.8,1.33,1.5,1.54,3.04,2.1,8.5,1.95,1.13,1.22,1.41,1.71,2.2
Egypt Egyptian Premier League,2023-01-13 09:45:00,13,Aswan FC,Haras El Hodood,1.93,2.97,4.4,1.07,6.75,1.43,2.75,2.35,1.52,1.5,2.35,2.02,1.73,1.2,1.35,1.74,1.8,0.33,1.42,1.16,2.58,1.65,7.8,2.73,1.31,1.62,2.0,2.53,3.3
Turkey Süper Lig,2023-01-13 11:00:00,19,Kayserispor,Sivasspor,2.26,3.59,3.03,1.03,10.65,1.27,3.61,1.82,1.92,1.36,2.87,1.66,2.05,1.39,1.3,1.58,1.63,0.88,1.61,1.27,2.88,1.73,8.0,2.4,1.26,1.57,1.98,2.4,3.5
Egypt Egyptian Premier League,2023-01-13 12:00:00,13,Pharco,Ceramica Cleopatra,3.7,2.89,2.15,1.1,7.0,1.47,2.55,2.38,1.52,1.54,2.35,2.05,1.71,1.76,1.39,1.21,1.0,1.2,1.09,1.65,2.74,2.58,7.6,1.72,1.29,1.53,1.88,2.34,3.3
Turkey Süper Lig,2023-01-13 14:00:00,19,Galatasaray,Hatayspor,1.32,5.76,8.49,1.02,21.0,1.13,5.61,1.6,2.27,1.24,3.7,1.8,1.88,1.07,1.13,3.4,2.29,0.78,2.24,1.34,3.58,1.08,13.0,8.5,1.18,1.43,1.67,2.05,2.6
Egypt Egyptian Premier League,2023-01-13 14:00:00,13,Ismaily SC,Al Mokawloon,2.55,2.8,2.7,1.11,6.5,1.5,2.4,2.52,1.4,1.55,2.22,1.95,1.8,1.4,1.46,1.4,0.33,1.0,1.22,0.89,2.11,1.72,7.6,2.58,1.29,1.55,1.92,2.39,3.34
Germany 3. Liga,2023-01-13 15:00:00,18,Zwickau,VfB Oldenburg,1.99,3.55,3.5,1.06,8.0,1.29,3.4,1.78,1.98,1.36,3.0,1.73,2.0,1.3,1.25,1.75,1.25,0.88,1.44,1.14,2.58,0.0,0.0,0.0,0.0,1.26,1.55,1.93,2.25
Portugal LigaPro,2023-01-13 15:00:00,16,Moreirense FC,CD Mafra,1.81,3.67,4.16,1.06,8.0,1.33,3.25,1.83,1.83,1.4,2.75,1.85,1.85,1.22,1.29,1.85,2.71,1.14,1.62,1.64,3.26,1.64,7.9,2.73,1.25,1.47,1.8,2.38,3.25
Netherlands Eerste Divisie,2023-01-13 16:00:00,20,ADO Den Haag,MVV,1.7,4.19,4.42,1.02,12.0,1.15,4.75,1.49,2.33,1.29,3.4,1.57,2.25,1.22,1.22,2.15,1.0,1.25,1.86,1.13,2.99,1.49,8.5,3.24,1.2,1.3,1.55,1.92,2.5
Netherlands Eerste Divisie,2023-01-13 16:00:00,20,De Graafschap,Ajax II,1.78,4.49,3.72,1.02,12.0,1.17,4.5,1.47,2.38,1.25,3.75,1.53,2.38,1.25,1.22,1.95,1.4,1.11,1.72,1.79,3.51,1.51,8.5,3.16,1.27,1.5,1.87,2.45,3.4
Netherlands Eerste Divisie,2023-01-13 16:00:00,20,Helmond Sport,NAC Breda,2.71,3.57,2.5,1.05,9.0,1.25,3.75,1.75,1.95,1.33,3.25,1.62,2.2,1.5,1.28,1.45,1.33,1.11,1.47,1.23,2.7,2.33,7.6,1.87,1.32,1.58,2.02,2.7,3.8
Netherlands Eerste Divisie,2023-01-13 16:00:00,20,Roda JC,Oss,1.47,4.64,6.42,1.0,11.25,1.2,4.15,1.6,2.11,1.32,3.26,1.86,1.9,1.1,1.19,2.72,1.63,0.78,1.6,0.88,2.48,1.29,10.5,4.38,1.18,1.34,1.61,2.02,2.7
Netherlands Eerste Divisie,2023-01-13 16:00:00,20,Telstar,AZ II,2.1,3.6,3.3,1.03,13.0,1.22,4.2,1.72,2.15,1.32,3.15,1.62,2.25,1.33,1.25,1.75,1.33,1.25,1.43,1.34,2.77,1.62,7.9,2.78,1.22,1.42,1.74,2.23,3.0
Scotland Premiership,2023-01-13 16:45:00,7,Hearts,St. Mirren,1.81,3.33,3.81,1.02,8.9,1.3,3.26,1.83,1.83,1.4,2.75,1.8,1.95,1.26,1.3,1.82,2.11,0.63,1.8,1.19,2.99,1.47,8.0,3.35,1.15,1.29,1.56,1.95,2.53
France Ligue 2,2023-01-13 16:45:00,19,Metz,Quevilly Rouen,2.08,3.1,3.2,1.07,7.5,1.36,3.0,2.12,1.64,1.44,2.62,1.91,1.8,1.25,1.25,1.72,1.67,1.33,1.52,1.0,2.52,0.0,0.0,0.0,1.44,1.73,2.2,0.0,0.0
France Ligue 2,2023-01-13 16:45:00,19,Annecy,Paris,2.79,2.79,2.51,1.1,6.5,1.44,2.62,2.5,1.46,1.53,2.44,2.0,1.73,1.52,1.3,1.4,1.22,2.0,1.37,1.38,2.75,0.0,0.0,0.0,1.57,2.0,2.4,0.0,0.0
France Ligue 2,2023-01-13 16:45:00,19,Laval,Rodez,2.08,3.1,3.2,1.07,7.5,1.36,3.0,2.17,1.61,1.44,2.62,1.85,1.85,1.25,1.25,1.7,1.11,1.33,1.58,1.08,2.66,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0
